customer_id,state,city,age,employment_type,monthly_income,credit_segment,created_at
CUST000098,Delhi,Delhi,28,Self-employed,61217,Prime,2026-03-16
CUST000099,Gujarat,Ahmedabad,35,Self-employed,53650,Prime,2025-12-03
CUST000100,Telangana,Warangal,38,Salaried,63018,Prime,2025-08-26
CUST000101,Gujarat,Ahmedabad,39,Salaried,25051,Emerging,2025-11-07
CUST000102,Maharashtra,Mumbai,51,Salaried,52300,Prime,2025-05-08
CUST000103,Tamil Nadu,Coimbatore,34,Salaried,42017,Emerging,2025-03-16
CUST000104,Telangana,Hyderabad,52,Small business,17332,Mass,2025-09-29
CUST000105,Telangana,Warangal,39,Salaried,55678,Prime,2025-07-14
CUST000106,Telangana,Warangal,25,Salaried,43641,Emerging,2025-07-21
CUST000107,Delhi,Delhi,25,Salaried,43738,Emerging,2025-10-25
CUST000108,Tamil Nadu,Coimbatore,26,Salaried,35825,Emerging,2025-07-27
CUST000109,Karnataka,Bangalore,56,Salaried,38535,Emerging,2026-02-09
CUST000110,Karnataka,Hubli,54,Salaried,49334,Emerging,2026-02-08
CUST000111,Karnataka,Bangalore,56,Salaried,64222,Prime,2025-02-16
CUST000112,Karnataka,Hubli,57,Small business,46426,Emerging,2025-07-14
CUST000113,Tamil Nadu,Chennai,59,Self-employed,32921,Emerging,2025-07-13
CUST000114,Tamil Nadu,Madurai,51,Self-employed,43799,Emerging,2025-06-19
CUST000115,Maharashtra,Nagpur,38,Self-employed,68055,Prime,2025-04-27
CUST000116,Telangana,Warangal,36,Salaried,47283,Emerging,2025-09-28
CUST000117,Karnataka,Hubli,60,Salaried,71406,Prime,2025-02-15
CUST000118,Karnataka,Bangalore,42,Small business,45041,Emerging,2026-02-11
CUST000119,Tamil Nadu,Chennai,26,Self-employed,43982,Emerging,2025-09-19
CUST000120,Maharashtra,Nagpur,32,Gig worker,12000,Mass,2025-06-27
CUST000121,Maharashtra,Pune,32,Gig worker,35319,Emerging,2025-11-06
CUST000122,Maharashtra,Mumbai,42,Salaried,49726,Emerging,2025-03-16
CUST000123,Karnataka,Mysore,41,Gig worker,26838,Emerging,2026-04-12
CUST000124,Telangana,Hyderabad,26,Self-employed,46725,Emerging,2025-12-13
CUST000125,Tamil Nadu,Chennai,35,Self-employed,69832,Prime,2026-01-08
CUST000126,Tamil Nadu,Chennai,27,Self-employed,74987,Prime,2026-01-17
CUST000127,Karnataka,Hubli,44,Salaried,56159,Prime,2025-10-24
CUST000128,Tamil Nadu,Coimbatore,55,Gig worker,23054,Mass,2025-04-24
CUST000129,Tamil Nadu,Madurai,35,Salaried,47726,Emerging,2025-06-29
CUST000130,Tamil Nadu,Madurai,61,Salaried,31332,Emerging,2025-11-12
CUST000131,Maharashtra,Nagpur,36,Gig worker,12832,Mass,2025-12-06
CUST000132,Karnataka,Bangalore,47,Small business,53477,Prime,2025-11-28
CUST000133,Karnataka,Mysore,25,Salaried,57377,Prime,2025-11-08
CUST000134,Tamil Nadu,Chennai,42,Salaried,52537,Prime,2025-05-02
CUST000135,Telangana,Warangal,47,Self-employed,58668,Prime,2025-11-12
CUST000136,Karnataka,Hubli,29,Self-employed,77949,Prime,2025-02-02
CUST000137,Maharashtra,Pune,24,Small business,65301,Prime,2026-04-09
CUST000138,Telangana,Hyderabad,37,Salaried,43612,Emerging,2025-09-11
CUST000139,Karnataka,Bangalore,61,Salaried,58887,Prime,2025-02-21
CUST000140,Karnataka,Bangalore,61,Self-employed,42518,Emerging,2025-05-19
CUST000141,Karnataka,Mysore,25,Salaried,61036,Prime,2026-02-06
CUST000142,Tamil Nadu,Coimbatore,50,Salaried,62735,Prime,2026-03-31
CUST000143,Karnataka,Mysore,44,Small business,22068,Mass,2025-11-16
CUST000144,Gujarat,Ahmedabad,47,Self-employed,66561,Prime,2025-09-27
CUST000145,Maharashtra,Mumbai,56,Self-employed,68227,Prime,2025-05-24
CUST000146,Karnataka,Bangalore,39,Self-employed,89109,Prime,2025-09-07
CUST000147,Gujarat,Ahmedabad,33,Gig worker,42710,Emerging,2025-11-01
CUST000148,Gujarat,Vadodara,51,Gig worker,51237,Prime,2026-05-13
CUST000149,Karnataka,Bangalore,26,Self-employed,74146,Prime,2026-02-22
CUST000150,Maharashtra,Nagpur,29,Salaried,46023,Emerging,2025-07-31
CUST000151,Telangana,Hyderabad,57,Salaried,14636,Mass,2025-04-10
CUST000152,Karnataka,Mysore,57,Small business,56460,Prime,2025-04-14
CUST000153,Tamil Nadu,Coimbatore,38,Gig worker,32957,Emerging,2026-01-22
CUST000154,Telangana,Hyderabad,60,Salaried,44660,Emerging,2025-01-25
CUST000155,Telangana,Warangal,42,Self-employed,91522,Affluent,2025-12-03
CUST000156,Karnataka,Mysore,36,Salaried,82451,Prime,2026-04-23
CUST000157,Karnataka,Hubli,44,Salaried,60192,Prime,2025-10-04
CUST000158,Gujarat,Surat,57,Self-employed,78533,Prime,2025-03-10
CUST000159,Maharashtra,Mumbai,55,Gig worker,12000,Mass,2025-03-26
CUST000160,Telangana,Warangal,55,Self-employed,86457,Prime,2025-06-15
CUST000161,Gujarat,Vadodara,33,Self-employed,41440,Emerging,2026-01-08
CUST000162,Telangana,Hyderabad,44,Self-employed,57923,Prime,2025-12-01
CUST000163,Karnataka,Bangalore,61,Self-employed,43716,Emerging,2026-03-07
CUST000164,Gujarat,Vadodara,21,Self-employed,57220,Prime,2025-02-14
CUST000165,Delhi,Delhi,24,Small business,49413,Emerging,2025-02-03
CUST000166,Delhi,Delhi,61,Small business,71362,Prime,2025-05-05
CUST000167,Karnataka,Hubli,25,Self-employed,39659,Emerging,2025-11-25
CUST000168,Karnataka,Mysore,46,Self-employed,80394,Prime,2025-10-04
CUST000169,Telangana,Warangal,58,Small business,36386,Emerging,2025-02-14
CUST000170,Tamil Nadu,Chennai,46,Self-employed,82228,Prime,2025-08-27
CUST000171,Karnataka,Mysore,44,Gig worker,19873,Mass,2025-01-25
CUST000172,Karnataka,Bangalore,38,Salaried,65490,Prime,2026-04-10
CUST000173,Maharashtra,Mumbai,30,Salaried,40755,Emerging,2025-01-26
CUST000174,Tamil Nadu,Madurai,54,Self-employed,88480,Prime,2025-04-05
CUST000175,Tamil Nadu,Madurai,41,Salaried,59923,Prime,2025-11-02
CUST000176,Tamil Nadu,Chennai,44,Salaried,89550,Prime,2025-12-19
CUST000177,Tamil Nadu,Coimbatore,50,Small business,15469,Mass,2026-04-01
CUST000178,Karnataka,Mysore,41,Salaried,64361,Prime,2026-01-06
CUST000179,Gujarat,Surat,39,Salaried,37611,Emerging,2025-03-04
CUST000180,Gujarat,Vadodara,52,Self-employed,76814,Prime,2025-01-03
CUST000181,Tamil Nadu,Coimbatore,55,Salaried,62198,Prime,2025-12-10
CUST000182,Karnataka,Mysore,49,Small business,35801,Emerging,2025-05-28
CUST000183,Maharashtra,Mumbai,31,Salaried,54359,Prime,2025-04-29
CUST000184,Karnataka,Mysore,54,Salaried,85115,Prime,2025-04-14
CUST000185,Telangana,Hyderabad,24,Self-employed,71945,Prime,2025-08-19
CUST000186,Maharashtra,Nagpur,61,Gig worker,41982,Emerging,2025-05-26
CUST000187,Karnataka,Hubli,47,Salaried,49507,Emerging,2025-08-13
CUST000188,Maharashtra,Mumbai,39,Self-employed,81786,Prime,2025-12-13
CUST000189,Karnataka,Mysore,42,Small business,34802,Emerging,2025-08-25
CUST000190,Tamil Nadu,Coimbatore,49,Salaried,77359,Prime,2025-03-19
CUST000191,Maharashtra,Pune,25,Salaried,52533,Prime,2025-05-01
CUST000192,Telangana,Hyderabad,47,Self-employed,67944,Prime,2025-06-15
CUST000193,Gujarat,Vadodara,43,Self-employed,69908,Prime,2026-02-20
CUST000194,Tamil Nadu,Coimbatore,30,Small business,12000,Mass,2026-05-05
CUST000195,Maharashtra,Pune,43,Salaried,20731,Mass,2025-03-21
CUST000196,Delhi,Delhi,54,Gig worker,46819,Emerging,2026-02-11
CUST000197,Maharashtra,Mumbai,21,Small business,18376,Mass,2025-03-03
CUST000198,Tamil Nadu,Chennai,53,Salaried,47775,Emerging,2026-03-03
CUST000199,Gujarat,Vadodara,28,Salaried,51021,Prime,2025-12-12
CUST000200,Gujarat,Vadodara,37,Salaried,53119,Prime,2026-04-26
CUST000201,Tamil Nadu,Coimbatore,43,Self-employed,41891,Emerging,2025-07-14
CUST000202,Karnataka,Mysore,57,Salaried,29279,Emerging,2025-09-03
CUST000203,Karnataka,Mysore,59,Self-employed,60228,Prime,2026-05-04
CUST000204,Maharashtra,Mumbai,40,Salaried,47883,Emerging,2025-01-21
CUST000205,Tamil Nadu,Chennai,43,Self-employed,78869,Prime,2025-10-22
CUST000206,Gujarat,Surat,35,Small business,30005,Emerging,2025-08-24
CUST000207,Gujarat,Vadodara,23,Self-employed,76610,Prime,2026-01-31
CUST000208,Telangana,Hyderabad,34,Small business,25730,Emerging,2026-01-07
CUST000209,Tamil Nadu,Chennai,21,Salaried,75073,Prime,2025-06-29
CUST000210,Tamil Nadu,Madurai,24,Self-employed,82712,Prime,2025-05-31
CUST000211,Delhi,Delhi,53,Self-employed,67310,Prime,2025-09-20
CUST000212,Karnataka,Hubli,47,Small business,12000,Mass,2025-03-16
CUST000213,Karnataka,Hubli,24,Salaried,32062,Emerging,2025-11-04
CUST000214,Karnataka,Mysore,43,Salaried,60293,Prime,2025-12-17
CUST000215,Maharashtra,Mumbai,30,Salaried,61970,Prime,2025-06-30
CUST000216,Maharashtra,Nagpur,41,Gig worker,12000,Mass,2026-04-09
CUST000217,Maharashtra,Nagpur,48,Salaried,60268,Prime,2026-01-13
CUST000218,Maharashtra,Mumbai,50,Small business,42844,Emerging,2025-11-14
CUST000219,Telangana,Warangal,59,Salaried,101903,Affluent,2026-01-23
CUST000220,Karnataka,Hubli,37,Salaried,53419,Prime,2025-12-21
CUST000221,Telangana,Warangal,27,Self-employed,79580,Prime,2025-10-11
CUST000222,Tamil Nadu,Chennai,31,Salaried,25119,Emerging,2025-06-24
CUST000223,Gujarat,Ahmedabad,40,Salaried,46795,Emerging,2025-05-17
CUST000224,Tamil Nadu,Coimbatore,45,Salaried,40369,Emerging,2026-05-06
CUST000225,Maharashtra,Nagpur,48,Salaried,68526,Prime,2025-10-24
CUST000226,Karnataka,Mysore,26,Self-employed,70782,Prime,2025-07-05
CUST000227,Delhi,Delhi,23,Salaried,39161,Emerging,2025-09-25
CUST000228,Maharashtra,Mumbai,45,Salaried,37291,Emerging,2025-01-29
CUST000229,Telangana,Warangal,38,Salaried,63971,Prime,2025-10-13
CUST000230,Telangana,Warangal,44,Salaried,78617,Prime,2025-05-11
CUST000231,Maharashtra,Nagpur,37,Self-employed,92814,Affluent,2025-05-19
CUST000232,Maharashtra,Pune,51,Small business,22589,Mass,2026-04-03
CUST000233,Karnataka,Mysore,28,Small business,34143,Emerging,2025-12-28
CUST000234,Maharashtra,Nagpur,46,Gig worker,51729,Prime,2025-09-28
CUST000235,Telangana,Hyderabad,25,Salaried,32432,Emerging,2025-03-10
CUST000236,Karnataka,Mysore,38,Small business,52007,Prime,2025-04-29
CUST000237,Karnataka,Bangalore,61,Salaried,38129,Emerging,2025-09-18
CUST000238,Karnataka,Hubli,30,Salaried,37876,Emerging,2025-11-20
CUST000239,Maharashtra,Pune,32,Salaried,35968,Emerging,2025-11-19
CUST000240,Karnataka,Mysore,46,Salaried,54952,Prime,2025-02-03
CUST000241,Gujarat,Ahmedabad,51,Self-employed,61729,Prime,2026-03-20
CUST000242,Telangana,Warangal,41,Self-employed,73043,Prime,2025-10-07
CUST000243,Telangana,Warangal,38,Self-employed,66669,Prime,2025-01-05
CUST000244,Maharashtra,Pune,43,Salaried,63292,Prime,2025-06-04
CUST000245,Maharashtra,Nagpur,45,Small business,36228,Emerging,2025-03-29
CUST000246,Delhi,Delhi,33,Salaried,37103,Emerging,2026-02-01
CUST000247,Tamil Nadu,Coimbatore,28,Salaried,12000,Mass,2025-10-09
CUST000248,Maharashtra,Nagpur,58,Salaried,41316,Emerging,2026-04-04
CUST000249,Karnataka,Mysore,40,Gig worker,50957,Prime,2025-08-24
CUST000250,Telangana,Hyderabad,61,Salaried,47284,Emerging,2026-03-22
CUST000251,Telangana,Warangal,58,Self-employed,89821,Prime,2025-12-02
CUST000252,Delhi,Delhi,48,Salaried,53860,Prime,2025-03-13
CUST000253,Tamil Nadu,Chennai,39,Salaried,64663,Prime,2025-03-17
CUST000254,Karnataka,Bangalore,28,Self-employed,81506,Prime,2025-05-23
CUST000255,Karnataka,Mysore,61,Salaried,47717,Emerging,2025-02-12
CUST000256,Maharashtra,Mumbai,61,Salaried,64958,Prime,2026-04-07
CUST000257,Tamil Nadu,Chennai,46,Self-employed,61747,Prime,2025-03-13
CUST000258,Maharashtra,Pune,41,Small business,36214,Emerging,2025-09-17
CUST000259,Maharashtra,Pune,45,Salaried,74087,Prime,2025-02-20
CUST000260,Maharashtra,Pune,22,Self-employed,55956,Prime,2025-05-31
CUST000261,Telangana,Warangal,43,Salaried,27606,Emerging,2025-05-19
CUST000262,Telangana,Hyderabad,56,Self-employed,55609,Prime,2026-01-31
CUST000263,Telangana,Warangal,31,Gig worker,14097,Mass,2026-05-14
CUST000264,Maharashtra,Pune,59,Self-employed,34458,Emerging,2026-01-25
CUST000265,Delhi,Delhi,52,Salaried,81737,Prime,2025-02-15
CUST000266,Maharashtra,Pune,46,Small business,40012,Emerging,2025-08-09
CUST000267,Gujarat,Vadodara,44,Salaried,44937,Emerging,2025-05-17
CUST000268,Delhi,Delhi,35,Gig worker,39891,Emerging,2025-09-14
CUST000269,Gujarat,Vadodara,24,Self-employed,73325,Prime,2025-06-10
CUST000270,Delhi,Delhi,28,Small business,22795,Mass,2025-04-04
CUST000271,Tamil Nadu,Coimbatore,44,Self-employed,47728,Emerging,2025-08-01
CUST000272,Telangana,Warangal,25,Gig worker,13754,Mass,2025-11-09
CUST000273,Karnataka,Bangalore,53,Small business,12000,Mass,2025-05-16
CUST000274,Telangana,Warangal,27,Salaried,22914,Mass,2026-01-29
CUST000275,Telangana,Hyderabad,37,Self-employed,98879,Affluent,2025-04-19
CUST000276,Maharashtra,Nagpur,35,Gig worker,20315,Mass,2025-10-22
CUST000277,Maharashtra,Pune,45,Salaried,47790,Emerging,2025-12-14
CUST000278,Karnataka,Bangalore,59,Small business,43122,Emerging,2025-12-15
CUST000279,Tamil Nadu,Chennai,45,Small business,26295,Emerging,2025-02-17
CUST000280,Gujarat,Vadodara,54,Self-employed,65287,Prime,2026-05-10
CUST000281,Karnataka,Mysore,21,Salaried,30377,Emerging,2025-11-23
CUST000282,Delhi,Delhi,30,Gig worker,33143,Emerging,2026-02-15
CUST000283,Maharashtra,Mumbai,28,Salaried,55792,Prime,2026-03-22
CUST000284,Maharashtra,Pune,24,Salaried,24912,Mass,2025-08-07
CUST000285,Delhi,Delhi,25,Small business,26656,Emerging,2025-05-19
CUST000286,Telangana,Warangal,24,Salaried,47800,Emerging,2026-01-16
CUST000287,Telangana,Hyderabad,28,Salaried,60433,Prime,2025-12-09
CUST000288,Karnataka,Mysore,53,Salaried,35535,Emerging,2026-01-06
CUST000289,Maharashtra,Mumbai,27,Salaried,33123,Emerging,2025-06-27
CUST000290,Delhi,Delhi,55,Salaried,85432,Prime,2026-04-17
CUST000291,Tamil Nadu,Madurai,39,Self-employed,84767,Prime,2025-04-28
CUST000292,Tamil Nadu,Madurai,54,Salaried,83931,Prime,2025-05-15
CUST000293,Tamil Nadu,Chennai,47,Salaried,68763,Prime,2025-06-22
CUST000294,Maharashtra,Pune,32,Salaried,50052,Prime,2025-09-09
CUST000295,Telangana,Hyderabad,22,Self-employed,86028,Prime,2026-04-07
CUST000296,Karnataka,Bangalore,32,Salaried,49218,Emerging,2025-06-05
CUST000297,Telangana,Warangal,55,Salaried,47797,Emerging,2026-03-08
CUST000298,Karnataka,Bangalore,22,Salaried,67111,Prime,2025-12-23
CUST000299,Karnataka,Bangalore,28,Self-employed,70679,Prime,2025-02-05
CUST000300,Maharashtra,Mumbai,49,Salaried,59445,Prime,2025-03-24
CUST000301,Karnataka,Hubli,37,Salaried,72270,Prime,2025-01-24
CUST000302,Karnataka,Mysore,56,Salaried,45905,Emerging,2026-03-24
CUST000303,Delhi,Delhi,52,Salaried,37996,Emerging,2025-04-12
CUST000304,Maharashtra,Mumbai,56,Salaried,34947,Emerging,2025-11-25
CUST000305,Telangana,Warangal,54,Salaried,54610,Prime,2025-02-16
CUST000306,Telangana,Hyderabad,23,Self-employed,62801,Prime,2025-08-07
CUST000307,Karnataka,Mysore,31,Small business,47550,Emerging,2026-01-18
CUST000308,Maharashtra,Pune,48,Salaried,57702,Prime,2025-10-03
CUST000309,Gujarat,Vadodara,34,Gig worker,38567,Emerging,2025-04-20
CUST000310,Delhi,Delhi,33,Gig worker,12000,Mass,2025-04-24
CUST000311,Tamil Nadu,Coimbatore,56,Small business,50145,Prime,2025-11-30
CUST000312,Gujarat,Vadodara,24,Salaried,43347,Emerging,2026-05-11
CUST000313,Karnataka,Mysore,60,Small business,48455,Emerging,2025-01-05
CUST000314,Karnataka,Hubli,33,Salaried,54813,Prime,2025-05-13
CUST000315,Karnataka,Mysore,27,Self-employed,63639,Prime,2025-03-30
CUST000316,Karnataka,Mysore,42,Self-employed,72597,Prime,2026-05-09
CUST000317,Telangana,Warangal,46,Salaried,59581,Prime,2025-07-28
CUST000318,Delhi,Delhi,57,Small business,40878,Emerging,2026-05-01
CUST000319,Telangana,Hyderabad,23,Salaried,38176,Emerging,2025-01-01
CUST000320,Maharashtra,Pune,31,Salaried,41415,Emerging,2026-03-20
CUST000321,Karnataka,Hubli,30,Self-employed,74796,Prime,2025-12-31
CUST000322,Maharashtra,Pune,27,Salaried,77945,Prime,2025-03-02
CUST000323,Maharashtra,Mumbai,39,Self-employed,55220,Prime,2025-03-18
CUST000324,Tamil Nadu,Madurai,28,Small business,60636,Prime,2025-01-20
CUST000325,Maharashtra,Nagpur,53,Self-employed,73406,Prime,2026-02-18
CUST000326,Maharashtra,Pune,36,Salaried,57216,Prime,2025-04-04
CUST000327,Tamil Nadu,Chennai,27,Small business,48791,Emerging,2025-09-05
CUST000328,Karnataka,Hubli,37,Small business,33072,Emerging,2025-05-16
CUST000329,Tamil Nadu,Coimbatore,44,Self-employed,48530,Emerging,2025-01-16
CUST000330,Telangana,Hyderabad,56,Self-employed,72847,Prime,2025-06-01
CUST000331,Karnataka,Mysore,35,Small business,36307,Emerging,2025-04-14
CUST000332,Delhi,Delhi,34,Salaried,37910,Emerging,2025-02-06
CUST000333,Tamil Nadu,Coimbatore,54,Salaried,40902,Emerging,2025-12-03
CUST000334,Maharashtra,Pune,38,Salaried,73872,Prime,2025-09-29
CUST000335,Gujarat,Vadodara,31,Self-employed,51844,Prime,2025-05-08
CUST000336,Gujarat,Surat,55,Small business,43339,Emerging,2025-04-23
CUST000337,Telangana,Hyderabad,40,Self-employed,86732,Prime,2025-02-27
CUST000338,Karnataka,Mysore,58,Salaried,68592,Prime,2026-03-13
CUST000339,Karnataka,Mysore,43,Gig worker,24488,Mass,2026-01-18
CUST000340,Maharashtra,Nagpur,35,Salaried,42179,Emerging,2026-03-07
CUST000341,Karnataka,Hubli,42,Small business,22367,Mass,2025-08-06
CUST000342,Karnataka,Hubli,56,Small business,51104,Prime,2025-06-02
CUST000343,Telangana,Hyderabad,28,Small business,56476,Prime,2026-01-20
CUST000344,Telangana,Warangal,48,Salaried,63687,Prime,2026-04-02
CUST000345,Delhi,Delhi,39,Salaried,70225,Prime,2025-09-02
CUST000346,Karnataka,Mysore,26,Salaried,50526,Prime,2025-08-28
CUST000347,Maharashtra,Pune,46,Self-employed,78330,Prime,2026-01-26
CUST000348,Karnataka,Hubli,55,Salaried,55498,Prime,2025-07-16
CUST000349,Karnataka,Bangalore,37,Small business,38044,Emerging,2025-04-16
CUST000350,Karnataka,Mysore,52,Small business,42876,Emerging,2026-03-10
CUST000351,Delhi,Delhi,26,Self-employed,27804,Emerging,2025-03-02
CUST000352,Karnataka,Bangalore,33,Salaried,38583,Emerging,2025-04-08
